dataset,representation,operation,accuracy,convolution_algorithm,classification_algorithm
Handwriting,FIRTS,dot_product,0.0905882352941176,MiniRocket,Ridge
Handwriting,FIRTS,element_wise,0.1470588235294117,,Ridge
Handwriting,FIRTS,element_wise,0.1729411764705882,Rocket,Ridge
Handwriting,FIRTS,element_wise,0.0694117647058823,MiniRocket,Ridge
Handwriting,CWT,sum,0.1129411764705882,,Ridge
Handwriting,CWT,sum,0.3729411764705882,Rocket,Ridge
Handwriting,CWT,sum,0.1258823529411764,MiniRocket,Ridge
Handwriting,CWT,subtraction,0.1376470588235294,,Ridge
Handwriting,CWT,subtraction,0.4364705882352941,Rocket,Ridge
Handwriting,CWT,subtraction,0.1435294117647058,MiniRocket,Ridge
Handwriting,CWT,dot_product,0.16,,Ridge
Handwriting,CWT,dot_product,0.2658823529411764,Rocket,Ridge
Handwriting,CWT,dot_product,0.0870588235294117,MiniRocket,Ridge
Handwriting,CWT,element_wise,0.1858823529411764,,Ridge
Handwriting,CWT,element_wise,0.3070588235294118,Rocket,Ridge
Handwriting,CWT,element_wise,0.1529411764705882,MiniRocket,Ridge
Heartbeat,RP,sum,0.6731707317073171,,Ridge
Heartbeat,RP,sum,0.6682926829268293,Rocket,Ridge
Heartbeat,RP,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,RP,subtraction,0.7317073170731707,,Ridge
Heartbeat,RP,subtraction,0.7219512195121951,Rocket,Ridge
Heartbeat,RP,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,RP,dot_product,0.7121951219512195,Rocket,Ridge
Heartbeat,RP,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,RP,element_wise,0.7170731707317073,,Ridge
Heartbeat,RP,element_wise,0.6682926829268293,Rocket,Ridge
Heartbeat,RP,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,sum,0.6780487804878049,,Ridge
Heartbeat,MTF,sum,0.7073170731707317,Rocket,Ridge
Heartbeat,MTF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,subtraction,0.697560975609756,,Ridge
Heartbeat,MTF,subtraction,0.697560975609756,Rocket,Ridge
Heartbeat,MTF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,dot_product,0.7219512195121951,,Ridge
Heartbeat,MTF,dot_product,0.7073170731707317,Rocket,Ridge
Heartbeat,MTF,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,element_wise,0.7219512195121951,,Ridge
Heartbeat,MTF,element_wise,0.5317073170731708,Rocket,Ridge
Heartbeat,MTF,element_wise,0.697560975609756,MiniRocket,Ridge
Heartbeat,GASF,sum,0.5560975609756098,,Ridge
Heartbeat,GASF,sum,0.6731707317073171,Rocket,Ridge
Heartbeat,GASF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,subtraction,0.5951219512195122,,Ridge
Heartbeat,GASF,subtraction,0.7121951219512195,Rocket,Ridge
Heartbeat,GASF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,dot_product,0.7268292682926829,Rocket,Ridge
Heartbeat,GASF,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,element_wise,0.7219512195121951,,Ridge
Heartbeat,GASF,element_wise,0.6536585365853659,Rocket,Ridge
Heartbeat,GASF,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,sum,0.5804878048780487,,Ridge
Heartbeat,GADF,sum,0.7073170731707317,Rocket,Ridge
Heartbeat,GADF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,subtraction,0.5951219512195122,,Ridge
Heartbeat,GADF,subtraction,0.6682926829268293,Rocket,Ridge
Heartbeat,GADF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,dot_product,0.3317073170731707,,Ridge
Heartbeat,GADF,dot_product,0.7121951219512195,Rocket,Ridge
Heartbeat,GADF,dot_product,0.7121951219512195,MiniRocket,Ridge
Heartbeat,GADF,element_wise,0.7219512195121951,,Ridge
Heartbeat,GADF,element_wise,0.6292682926829268,Rocket,Ridge
Heartbeat,GADF,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,sum,0.5902439024390244,,Ridge
Heartbeat,FIRTS,sum,0.6682926829268293,Rocket,Ridge
Heartbeat,FIRTS,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,subtraction,0.6536585365853659,,Ridge
Heartbeat,FIRTS,subtraction,0.7073170731707317,Rocket,Ridge
Heartbeat,FIRTS,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,dot_product,0.7219512195121951,Rocket,Ridge
Heartbeat,FIRTS,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,element_wise,0.5756097560975609,,Ridge
Heartbeat,FIRTS,element_wise,0.6682926829268293,Rocket,Ridge
Heartbeat,FIRTS,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,sum,0.5560975609756098,,Ridge
Heartbeat,CWT,sum,0.6390243902439025,Rocket,Ridge
Heartbeat,CWT,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,subtraction,0.5853658536585366,,Ridge
Heartbeat,CWT,subtraction,0.7170731707317073,Rocket,Ridge
Heartbeat,CWT,subtraction,0.7170731707317073,MiniRocket,Ridge
Heartbeat,CWT,dot_product,0.6146341463414634,Rocket,Ridge
Heartbeat,CWT,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,element_wise,0.7170731707317073,,Ridge
Heartbeat,CWT,element_wise,0.6048780487804878,Rocket,Ridge
Heartbeat,CWT,element_wise,0.7219512195121951,MiniRocket,Ridge
Libras,RP,sum,0.4111111111111111,,Ridge
Libras,RP,sum,0.5833333333333334,Rocket,Ridge
Libras,RP,sum,0.4555555555555555,MiniRocket,Ridge
Libras,RP,subtraction,0.45,,Ridge
Libras,RP,subtraction,0.6055555555555555,Rocket,Ridge
Libras,RP,subtraction,0.4888888888888889,MiniRocket,Ridge
Libras,RP,dot_product,0.45,,Ridge
Libras,RP,dot_product,0.6055555555555555,Rocket,Ridge
Libras,RP,dot_product,0.3111111111111111,MiniRocket,Ridge
Libras,RP,element_wise,0.3777777777777777,,Ridge
Libras,RP,element_wise,0.4611111111111111,Rocket,Ridge
Libras,RP,element_wise,0.4222222222222222,MiniRocket,Ridge
Libras,MTF,sum,0.4222222222222222,,Ridge
Libras,MTF,sum,0.5888888888888889,Rocket,Ridge
Libras,MTF,sum,0.4,MiniRocket,Ridge
Libras,MTF,subtraction,0.4277777777777777,,Ridge
Libras,MTF,subtraction,0.5333333333333333,Rocket,Ridge
Libras,MTF,subtraction,0.3555555555555555,MiniRocket,Ridge
Libras,MTF,dot_product,0.4833333333333333,,Ridge
Libras,MTF,dot_product,0.5666666666666667,Rocket,Ridge
Libras,MTF,dot_product,0.3055555555555556,MiniRocket,Ridge
Libras,MTF,element_wise,0.3944444444444444,,Ridge
Libras,MTF,element_wise,0.4777777777777778,Rocket,Ridge
Libras,MTF,element_wise,0.3444444444444444,MiniRocket,Ridge
Libras,GASF,sum,0.4666666666666667,,Ridge
Libras,GASF,sum,0.5888888888888889,Rocket,Ridge
Libras,GASF,sum,0.4333333333333333,MiniRocket,Ridge
Libras,GASF,subtraction,0.4611111111111111,,Ridge
Libras,GASF,subtraction,0.6388888888888888,Rocket,Ridge
Libras,GASF,subtraction,0.5055555555555555,MiniRocket,Ridge
Libras,GASF,dot_product,0.5111111111111111,,Ridge
Libras,GASF,dot_product,0.6777777777777778,Rocket,Ridge
Libras,GASF,dot_product,0.4611111111111111,MiniRocket,Ridge
Libras,GASF,element_wise,0.4055555555555555,,Ridge
Libras,GASF,element_wise,0.5944444444444444,Rocket,Ridge
Libras,GASF,element_wise,0.4055555555555555,MiniRocket,Ridge
Libras,GADF,sum,0.4055555555555555,,Ridge
Libras,GADF,sum,0.6666666666666666,Rocket,Ridge
Libras,GADF,sum,0.4944444444444444,MiniRocket,Ridge
Libras,GADF,subtraction,0.5444444444444444,,Ridge
Libras,GADF,subtraction,0.7055555555555556,Rocket,Ridge
Libras,GADF,subtraction,0.5944444444444444,MiniRocket,Ridge
Libras,GADF,dot_product,0.4944444444444444,,Ridge
Libras,GADF,dot_product,0.8111111111111111,Rocket,Ridge
Libras,GADF,dot_product,0.6888888888888889,MiniRocket,Ridge
Libras,GADF,element_wise,0.3333333333333333,,Ridge
Libras,GADF,element_wise,0.6611111111111111,Rocket,Ridge
Libras,GADF,element_wise,0.4333333333333333,MiniRocket,Ridge
Libras,FIRTS,sum,0.5611111111111111,,Ridge
Libras,FIRTS,sum,0.6777777777777778,Rocket,Ridge
Libras,FIRTS,sum,0.4666666666666667,MiniRocket,Ridge
Libras,FIRTS,subtraction,0.6222222222222222,,Ridge
Libras,FIRTS,subtraction,0.7,Rocket,Ridge
Libras,FIRTS,subtraction,0.5277777777777778,MiniRocket,Ridge
Libras,FIRTS,dot_product,0.5388888888888889,,Ridge
Libras,FIRTS,dot_product,0.8277777777777777,Rocket,Ridge
Libras,FIRTS,dot_product,0.6222222222222222,MiniRocket,Ridge
Libras,FIRTS,element_wise,0.5388888888888889,,Ridge
Libras,FIRTS,element_wise,0.6555555555555556,Rocket,Ridge
Libras,FIRTS,element_wise,0.4888888888888889,MiniRocket,Ridge
Libras,CWT,sum,0.2888888888888888,,Ridge
Libras,CWT,sum,0.4833333333333333,Rocket,Ridge
Libras,CWT,sum,0.3777777777777777,MiniRocket,Ridge
Libras,CWT,subtraction,0.4722222222222222,,Ridge
Libras,CWT,subtraction,0.6277777777777778,Rocket,Ridge
Libras,CWT,subtraction,0.5333333333333333,MiniRocket,Ridge
Libras,CWT,dot_product,0.5166666666666667,,Ridge
Libras,CWT,dot_product,0.6111111111111112,Rocket,Ridge
Libras,CWT,dot_product,0.4777777777777778,MiniRocket,Ridge
Libras,CWT,element_wise,0.25,,Ridge
Libras,CWT,element_wise,0.5111111111111111,Rocket,Ridge
Libras,CWT,element_wise,0.4055555555555555,MiniRocket,Ridge
NATOPS,RP,sum,0.4277777777777777,,Ridge
NATOPS,RP,sum,0.6944444444444444,Rocket,Ridge
NATOPS,RP,sum,0.5055555555555555,MiniRocket,Ridge
NATOPS,RP,subtraction,0.35,,Ridge
NATOPS,RP,subtraction,0.5333333333333333,Rocket,Ridge
NATOPS,RP,subtraction,0.3444444444444444,MiniRocket,Ridge
NATOPS,RP,dot_product,0.1333333333333333,,Ridge
NATOPS,RP,dot_product,0.5055555555555555,Rocket,Ridge
NATOPS,RP,dot_product,0.3222222222222222,MiniRocket,Ridge
NATOPS,RP,element_wise,0.3444444444444444,,Ridge
NATOPS,RP,element_wise,0.3777777777777777,Rocket,Ridge
NATOPS,RP,element_wise,0.3055555555555556,MiniRocket,Ridge
NATOPS,MTF,sum,0.5166666666666667,,Ridge
NATOPS,MTF,sum,0.6444444444444445,Rocket,Ridge
NATOPS,MTF,sum,0.4,MiniRocket,Ridge
NATOPS,MTF,subtraction,0.3888888888888889,,Ridge
NATOPS,MTF,subtraction,0.4555555555555555,Rocket,Ridge
NATOPS,MTF,subtraction,0.2388888888888889,MiniRocket,Ridge
NATOPS,MTF,dot_product,0.2055555555555555,,Ridge
NATOPS,MTF,dot_product,0.3166666666666666,Rocket,Ridge
NATOPS,MTF,dot_product,0.3166666666666666,MiniRocket,Ridge
NATOPS,MTF,element_wise,0.2111111111111111,,Ridge
NATOPS,MTF,element_wise,0.2555555555555555,Rocket,Ridge
NATOPS,MTF,element_wise,0.3555555555555555,MiniRocket,Ridge
NATOPS,GASF,sum,0.4833333333333333,,Ridge
NATOPS,GASF,sum,0.7,Rocket,Ridge
NATOPS,GASF,sum,0.5277777777777778,MiniRocket,Ridge
NATOPS,GASF,subtraction,0.4,,Ridge
NATOPS,GASF,subtraction,0.5555555555555556,Rocket,Ridge
NATOPS,GASF,subtraction,0.3222222222222222,MiniRocket,Ridge
NATOPS,GASF,dot_product,0.1777777777777777,,Ridge
NATOPS,GASF,dot_product,0.4277777777777777,Rocket,Ridge
NATOPS,GASF,dot_product,0.3055555555555556,MiniRocket,Ridge
NATOPS,GASF,element_wise,0.2666666666666666,,Ridge
NATOPS,GASF,element_wise,0.3222222222222222,Rocket,Ridge
NATOPS,GASF,element_wise,0.2722222222222222,MiniRocket,Ridge
NATOPS,GADF,sum,0.3666666666666666,,Ridge
NATOPS,GADF,sum,0.7166666666666667,Rocket,Ridge
NATOPS,GADF,sum,0.5111111111111111,MiniRocket,Ridge
NATOPS,GADF,subtraction,0.4277777777777777,,Ridge
NATOPS,GADF,subtraction,0.5777777777777777,Rocket,Ridge
NATOPS,GADF,subtraction,0.3888888888888889,MiniRocket,Ridge
NATOPS,GADF,dot_product,0.1833333333333333,,Ridge
NATOPS,GADF,dot_product,0.4666666666666667,Rocket,Ridge
NATOPS,GADF,dot_product,0.3444444444444444,MiniRocket,Ridge
NATOPS,GADF,element_wise,0.35,,Ridge
NATOPS,GADF,element_wise,0.25,Rocket,Ridge
NATOPS,GADF,element_wise,0.2333333333333333,MiniRocket,Ridge
NATOPS,FIRTS,sum,0.4833333333333333,,Ridge
NATOPS,FIRTS,sum,0.7666666666666667,Rocket,Ridge
NATOPS,FIRTS,sum,0.5888888888888889,MiniRocket,Ridge
NATOPS,FIRTS,subtraction,0.4555555555555555,,Ridge
NATOPS,FIRTS,subtraction,0.5888888888888889,Rocket,Ridge
NATOPS,FIRTS,subtraction,0.3444444444444444,MiniRocket,Ridge
NATOPS,FIRTS,dot_product,0.1611111111111111,,Ridge
NATOPS,FIRTS,dot_product,0.55,Rocket,Ridge
NATOPS,FIRTS,dot_product,0.3277777777777778,MiniRocket,Ridge
NATOPS,FIRTS,element_wise,0.3388888888888889,,Ridge
NATOPS,FIRTS,element_wise,0.3777777777777777,Rocket,Ridge
NATOPS,FIRTS,element_wise,0.3777777777777777,MiniRocket,Ridge
NATOPS,CWT,sum,0.3222222222222222,,Ridge
NATOPS,CWT,sum,0.5222222222222223,Rocket,Ridge
NATOPS,CWT,sum,0.4833333333333333,MiniRocket,Ridge
NATOPS,CWT,subtraction,0.4055555555555555,,Ridge
NATOPS,CWT,subtraction,0.5166666666666667,Rocket,Ridge
NATOPS,CWT,subtraction,0.3666666666666666,MiniRocket,Ridge
NATOPS,CWT,dot_product,0.1944444444444444,,Ridge
NATOPS,CWT,dot_product,0.3833333333333333,Rocket,Ridge
NATOPS,CWT,dot_product,0.2944444444444444,MiniRocket,Ridge
NATOPS,CWT,element_wise,0.1722222222222222,,Ridge
NATOPS,CWT,element_wise,0.4166666666666667,Rocket,Ridge
NATOPS,CWT,element_wise,0.3277777777777778,MiniRocket,Ridge
PenDigits,RP,sum,0.5823327615780446,,Ridge
PenDigits,RP,sum,0.7338479130931961,Rocket,Ridge
PenDigits,RP,sum,0.7118353344768439,MiniRocket,Ridge
PenDigits,RP,subtraction,0.544882790165809,,Ridge
PenDigits,RP,subtraction,0.6838193253287593,Rocket,Ridge
PenDigits,RP,subtraction,0.6781017724413951,MiniRocket,Ridge
PenDigits,RP,dot_product,0.5903373356203545,,Ridge
PenDigits,RP,dot_product,0.7347055460263008,Rocket,Ridge
PenDigits,RP,dot_product,0.6801029159519726,MiniRocket,Ridge
PenDigits,RP,element_wise,0.2561463693539165,,Ridge
PenDigits,RP,element_wise,0.2564322469982847,Rocket,Ridge
PenDigits,RP,element_wise,0.2555746140651801,MiniRocket,Ridge
PenDigits,MTF,sum,0.5391652372784448,,Ridge
PenDigits,MTF,sum,0.648084619782733,Rocket,Ridge
PenDigits,MTF,sum,0.6137793024585477,MiniRocket,Ridge
PenDigits,MTF,subtraction,0.5303030303030303,,Ridge
PenDigits,MTF,subtraction,0.6226415094339622,Rocket,Ridge
PenDigits,MTF,subtraction,0.6183533447684391,MiniRocket,Ridge
PenDigits,MTF,dot_product,0.5002858776443682,,Ridge
PenDigits,MTF,dot_product,0.6437964551172098,Rocket,Ridge
PenDigits,MTF,dot_product,0.5931961120640366,MiniRocket,Ridge
PenDigits,MTF,element_wise,0.3762149799885649,,Ridge
PenDigits,MTF,element_wise,0.4817038307604345,Rocket,Ridge
PenDigits,MTF,element_wise,0.4779874213836478,MiniRocket,Ridge
PenDigits,GASF,sum,0.7864493996569468,,Ridge
PenDigits,GASF,sum,0.9691252144082332,Rocket,Ridge
PenDigits,GASF,sum,0.948256146369354,MiniRocket,Ridge
PenDigits,GASF,subtraction,0.7072612921669525,,Ridge
PenDigits,GASF,subtraction,0.8793596340766152,Rocket,Ridge
PenDigits,GASF,subtraction,0.8576329331046312,MiniRocket,Ridge
PenDigits,GASF,dot_product,0.7815894797026872,,Ridge
PenDigits,GASF,dot_product,0.9368210405946256,Rocket,Ridge
PenDigits,GASF,dot_product,0.8996569468267581,MiniRocket,Ridge
PenDigits,GASF,element_wise,0.805603201829617,,Ridge
PenDigits,GASF,element_wise,0.9516866781017724,Rocket,Ridge
PenDigits,GASF,element_wise,0.9242424242424242,MiniRocket,Ridge
PenDigits,GADF,sum,0.7721555174385363,,Ridge
PenDigits,GADF,sum,0.9708404802744426,Rocket,Ridge
PenDigits,GADF,sum,0.9722698684962836,MiniRocket,Ridge
PenDigits,GADF,subtraction,0.6809605488850772,,Ridge
PenDigits,GADF,subtraction,0.8853630646083476,Rocket,Ridge
PenDigits,GADF,subtraction,0.875071469411092,MiniRocket,Ridge
PenDigits,GADF,dot_product,0.8762149799885649,,Ridge
PenDigits,GADF,dot_product,0.9736992567181246,Rocket,Ridge
PenDigits,GADF,dot_product,0.964551172098342,MiniRocket,Ridge
PenDigits,GADF,element_wise,0.7538593481989708,,Ridge
PenDigits,GADF,element_wise,0.9705546026300744,Rocket,Ridge
PenDigits,GADF,element_wise,0.9516866781017724,MiniRocket,Ridge
PenDigits,FIRTS,sum,0.8542024013722127,,Ridge
PenDigits,FIRTS,sum,0.9668381932532876,Rocket,Ridge
PenDigits,FIRTS,sum,0.948256146369354,MiniRocket,Ridge
PenDigits,FIRTS,subtraction,0.7501429388221841,,Ridge
PenDigits,FIRTS,subtraction,0.8507718696397941,Rocket,Ridge
PenDigits,FIRTS,subtraction,0.8321898227558605,MiniRocket,Ridge
PenDigits,FIRTS,dot_product,0.8287592910234419,,Ridge
PenDigits,FIRTS,dot_product,0.9479702687249856,Rocket,Ridge
PenDigits,FIRTS,dot_product,0.9296740994854202,MiniRocket,Ridge
PenDigits,FIRTS,element_wise,0.8579188107489994,,Ridge
PenDigits,FIRTS,element_wise,0.9602630074328188,Rocket,Ridge
PenDigits,FIRTS,element_wise,0.9422527158376216,MiniRocket,Ridge
PenDigits,CWT,sum,0.6117781589479703,,Ridge
PenDigits,CWT,sum,0.8782161234991424,Rocket,Ridge
PenDigits,CWT,sum,0.858776443682104,MiniRocket,Ridge
PenDigits,CWT,subtraction,0.6569468267581475,,Ridge
PenDigits,CWT,subtraction,0.8687821612349914,Rocket,Ridge
PenDigits,CWT,subtraction,0.8379073756432247,MiniRocket,Ridge
PenDigits,CWT,dot_product,0.8656375071469411,,Ridge
PenDigits,CWT,dot_product,0.9705546026300744,Rocket,Ridge
PenDigits,CWT,dot_product,0.9571183533447684,MiniRocket,Ridge
PenDigits,CWT,element_wise,0.7750142938822184,,Ridge
PenDigits,CWT,element_wise,0.9599771297884504,Rocket,Ridge
PenDigits,CWT,element_wise,0.9316752429959976,MiniRocket,Ridge
RacketSports,RP,sum,0.5855263157894737,,Ridge
RacketSports,RP,sum,0.7236842105263158,Rocket,Ridge
RacketSports,RP,sum,0.5,MiniRocket,Ridge
RacketSports,RP,subtraction,0.5855263157894737,,Ridge
RacketSports,RP,subtraction,0.6907894736842105,Rocket,Ridge
RacketSports,RP,subtraction,0.4078947368421052,MiniRocket,Ridge
RacketSports,RP,dot_product,0.4342105263157895,,Ridge
RacketSports,RP,dot_product,0.743421052631579,Rocket,Ridge
RacketSports,RP,dot_product,0.5526315789473685,MiniRocket,Ridge
RacketSports,RP,element_wise,0.4605263157894737,,Ridge
RacketSports,RP,element_wise,0.5328947368421053,Rocket,Ridge
RacketSports,RP,element_wise,0.3684210526315789,MiniRocket,Ridge
RacketSports,MTF,sum,0.5592105263157895,,Ridge
RacketSports,MTF,sum,0.631578947368421,Rocket,Ridge
RacketSports,MTF,sum,0.3684210526315789,MiniRocket,Ridge
RacketSports,MTF,subtraction,0.5394736842105263,,Ridge
RacketSports,MTF,subtraction,0.5460526315789473,Rocket,Ridge
RacketSports,MTF,subtraction,0.3421052631578947,MiniRocket,Ridge
RacketSports,MTF,dot_product,0.3223684210526316,,Ridge
RacketSports,MTF,dot_product,0.5263157894736842,Rocket,Ridge
RacketSports,MTF,dot_product,0.3026315789473684,MiniRocket,Ridge
RacketSports,MTF,element_wise,0.4407894736842105,,Ridge
RacketSports,MTF,element_wise,0.3618421052631579,Rocket,Ridge
RacketSports,MTF,element_wise,0.4144736842105263,MiniRocket,Ridge
RacketSports,GASF,sum,0.5592105263157895,,Ridge
RacketSports,GASF,sum,0.618421052631579,Rocket,Ridge
RacketSports,GASF,sum,0.5328947368421053,MiniRocket,Ridge
RacketSports,GASF,subtraction,0.5460526315789473,,Ridge
RacketSports,GASF,subtraction,0.7960526315789473,Rocket,Ridge
RacketSports,GASF,subtraction,0.5263157894736842,MiniRocket,Ridge
RacketSports,GASF,dot_product,0.3157894736842105,,Ridge
RacketSports,GASF,dot_product,0.6644736842105263,Rocket,Ridge
RacketSports,GASF,dot_product,0.4934210526315789,MiniRocket,Ridge
RacketSports,GASF,element_wise,0.375,,Ridge
RacketSports,GASF,element_wise,0.3815789473684211,Rocket,Ridge
RacketSports,GASF,element_wise,0.3289473684210526,MiniRocket,Ridge
RacketSports,GADF,sum,0.625,,Ridge
RacketSports,GADF,sum,0.7631578947368421,Rocket,Ridge
RacketSports,GADF,sum,0.4671052631578947,MiniRocket,Ridge
RacketSports,GADF,subtraction,0.6513157894736842,,Ridge
RacketSports,GADF,subtraction,0.8223684210526315,Rocket,Ridge
RacketSports,GADF,subtraction,0.5723684210526315,MiniRocket,Ridge
RacketSports,GADF,dot_product,0.2105263157894736,,Ridge
RacketSports,GADF,dot_product,0.618421052631579,Rocket,Ridge
RacketSports,GADF,dot_product,0.4342105263157895,MiniRocket,Ridge
RacketSports,GADF,element_wise,0.2763157894736842,,Ridge
RacketSports,GADF,element_wise,0.3881578947368421,Rocket,Ridge
RacketSports,GADF,element_wise,0.2828947368421052,MiniRocket,Ridge
RacketSports,FIRTS,sum,0.7105263157894737,,Ridge
RacketSports,FIRTS,sum,0.7631578947368421,Rocket,Ridge
RacketSports,FIRTS,sum,0.5789473684210527,MiniRocket,Ridge
RacketSports,FIRTS,subtraction,0.6447368421052632,,Ridge
RacketSports,FIRTS,subtraction,0.8223684210526315,Rocket,Ridge
RacketSports,FIRTS,subtraction,0.5526315789473685,MiniRocket,Ridge
RacketSports,FIRTS,dot_product,0.5394736842105263,,Ridge
RacketSports,FIRTS,dot_product,0.743421052631579,Rocket,Ridge
RacketSports,FIRTS,dot_product,0.5328947368421053,MiniRocket,Ridge
RacketSports,FIRTS,element_wise,0.5526315789473685,,Ridge
RacketSports,FIRTS,element_wise,0.5789473684210527,Rocket,Ridge
RacketSports,FIRTS,element_wise,0.4342105263157895,MiniRocket,Ridge
RacketSports,CWT,sum,0.5197368421052632,,Ridge
RacketSports,CWT,sum,0.6907894736842105,Rocket,Ridge
RacketSports,CWT,sum,0.3815789473684211,MiniRocket,Ridge
RacketSports,CWT,subtraction,0.5263157894736842,,Ridge
RacketSports,CWT,subtraction,0.8552631578947368,Rocket,Ridge
RacketSports,CWT,subtraction,0.5526315789473685,MiniRocket,Ridge
RacketSports,CWT,dot_product,0.2828947368421052,,Ridge
RacketSports,CWT,dot_product,0.5,Rocket,Ridge
RacketSports,CWT,dot_product,0.4078947368421052,MiniRocket,Ridge
RacketSports,CWT,element_wise,0.3223684210526316,,Ridge
RacketSports,CWT,element_wise,0.4934210526315789,Rocket,Ridge
RacketSports,CWT,element_wise,0.4605263157894737,MiniRocket,Ridge
SelfRegulationSCP1,RP,sum,0.7098976109215017,,Ridge
SelfRegulationSCP1,RP,sum,0.621160409556314,Rocket,Ridge
SelfRegulationSCP1,RP,sum,0.5460750853242321,MiniRocket,Ridge
SelfRegulationSCP1,RP,subtraction,0.689419795221843,,Ridge
SelfRegulationSCP1,RP,subtraction,0.6109215017064846,Rocket,Ridge
SelfRegulationSCP1,RP,subtraction,0.5699658703071673,MiniRocket,Ridge
SelfRegulationSCP1,RP,dot_product,0.5972696245733788,,Ridge
SelfRegulationSCP1,RP,dot_product,0.5733788395904437,Rocket,Ridge
SelfRegulationSCP1,RP,dot_product,0.5324232081911263,MiniRocket,Ridge
SelfRegulationSCP1,RP,element_wise,0.5563139931740614,,Ridge
SelfRegulationSCP1,RP,element_wise,0.5563139931740614,Rocket,Ridge
SelfRegulationSCP1,RP,element_wise,0.5460750853242321,MiniRocket,Ridge
SelfRegulationSCP1,MTF,sum,0.6928327645051194,,Ridge
SelfRegulationSCP1,MTF,sum,0.6450511945392492,Rocket,Ridge
SelfRegulationSCP1,MTF,sum,0.5870307167235495,MiniRocket,Ridge
SelfRegulationSCP1,MTF,subtraction,0.6484641638225256,,Ridge
SelfRegulationSCP1,MTF,subtraction,0.5767918088737202,Rocket,Ridge
SelfRegulationSCP1,MTF,subtraction,0.5836177474402731,MiniRocket,Ridge
SelfRegulationSCP1,MTF,dot_product,0.5733788395904437,,Ridge
SelfRegulationSCP1,MTF,dot_product,0.5597269624573379,Rocket,Ridge
SelfRegulationSCP1,MTF,dot_product,0.5597269624573379,MiniRocket,Ridge
SelfRegulationSCP1,MTF,element_wise,0.6791808873720137,,Ridge
SelfRegulationSCP1,MTF,element_wise,0.6040955631399317,Rocket,Ridge
SelfRegulationSCP1,MTF,element_wise,0.5631399317406144,MiniRocket,Ridge
SelfRegulationSCP1,GASF,sum,0.6825938566552902,,Ridge
SelfRegulationSCP1,GASF,sum,0.6279863481228669,Rocket,Ridge
SelfRegulationSCP1,GASF,sum,0.6416382252559727,MiniRocket,Ridge
SelfRegulationSCP1,GASF,subtraction,0.7030716723549488,,Ridge
<<<<<<< HEAD,,,,,
=======,,,,,
SelfRegulationSCP1,GASF,subtraction,0.5870307167235495,Rocket,Ridge
SelfRegulationSCP1,GASF,subtraction,0.5426621160409556,MiniRocket,Ridge
SelfRegulationSCP1,GASF,dot_product,0.5187713310580204,,Ridge
SelfRegulationSCP1,GASF,dot_product,0.5187713310580204,Rocket,Ridge
SelfRegulationSCP1,GASF,dot_product,0.5187713310580204,MiniRocket,Ridge
SelfRegulationSCP1,GASF,element_wise,0.6177474402730375,,Ridge
SelfRegulationSCP1,GASF,element_wise,0.6279863481228669,Rocket,Ridge
SelfRegulationSCP1,GASF,element_wise,0.5563139931740614,MiniRocket,Ridge
SelfRegulationSCP1,GADF,sum,0.8088737201365188,,Ridge
SelfRegulationSCP1,GADF,sum,0.8088737201365188,Rocket,Ridge
SelfRegulationSCP1,GADF,sum,0.5733788395904437,MiniRocket,Ridge
SelfRegulationSCP1,GADF,subtraction,0.7781569965870307,,Ridge
SelfRegulationSCP1,GADF,subtraction,0.7406143344709898,Rocket,Ridge
SelfRegulationSCP1,GADF,subtraction,0.590443686006826,MiniRocket,Ridge
SelfRegulationSCP1,GADF,dot_product,0.590443686006826,,Ridge
SelfRegulationSCP1,GADF,dot_product,0.6143344709897611,Rocket,Ridge
SelfRegulationSCP1,GADF,dot_product,0.5358361774744027,MiniRocket,Ridge
SelfRegulationSCP1,GADF,element_wise,0.6928327645051194,,Ridge
SelfRegulationSCP1,GADF,element_wise,0.6791808873720137,Rocket,Ridge
