dataset,representation,operation,accuracy,convolution_algorithm,classification_algorithm
DuckDuckGeese,CWT,subtraction,0.18,MiniRocket,Ridge
DuckDuckGeese,CWT,element_wise,0.2,,Ridge
DuckDuckGeese,CWT,element_wise,0.18,Rocket,Ridge
DuckDuckGeese,CWT,element_wise,0.2,MiniRocket,Ridge
EigenWorms,RP,sum,0.5190839694656488,,Ridge
EigenWorms,RP,sum,0.6335877862595419,Rocket,Ridge
EigenWorms,RP,sum,0.5343511450381679,MiniRocket,Ridge
EigenWorms,RP,subtraction,0.4809160305343511,,Ridge
EigenWorms,RP,subtraction,0.5267175572519084,Rocket,Ridge
EigenWorms,RP,subtraction,0.4122137404580153,MiniRocket,Ridge
EigenWorms,RP,dot_product,0.4198473282442748,,Ridge
EigenWorms,RP,dot_product,0.4198473282442748,Rocket,Ridge
EigenWorms,RP,dot_product,0.4198473282442748,MiniRocket,Ridge
EigenWorms,RP,element_wise,0.4198473282442748,,Ridge
EigenWorms,RP,element_wise,0.5648854961832062,Rocket,Ridge
EigenWorms,RP,element_wise,0.4045801526717557,MiniRocket,Ridge
EigenWorms,MTF,sum,0.4198473282442748,,Ridge
EigenWorms,MTF,sum,0.4580152671755725,Rocket,Ridge
EigenWorms,MTF,sum,0.4580152671755725,MiniRocket,Ridge
EigenWorms,MTF,subtraction,0.4198473282442748,,Ridge
EigenWorms,MTF,subtraction,0.4732824427480916,Rocket,Ridge
EigenWorms,MTF,subtraction,0.4274809160305343,MiniRocket,Ridge
EigenWorms,MTF,dot_product,0.4198473282442748,,Ridge
EigenWorms,MTF,dot_product,0.4198473282442748,Rocket,Ridge
EigenWorms,MTF,dot_product,0.4198473282442748,MiniRocket,Ridge
EigenWorms,MTF,element_wise,0.4198473282442748,,Ridge
EigenWorms,MTF,element_wise,0.4503816793893129,Rocket,Ridge
EigenWorms,MTF,element_wise,0.4198473282442748,MiniRocket,Ridge
EigenWorms,GASF,sum,0.4198473282442748,,Ridge
EigenWorms,GASF,sum,0.4961832061068702,Rocket,Ridge
EigenWorms,GASF,sum,0.4961832061068702,MiniRocket,Ridge
EigenWorms,GASF,subtraction,0.4198473282442748,,Ridge
EigenWorms,GASF,subtraction,0.4809160305343511,Rocket,Ridge
EigenWorms,GASF,subtraction,0.4503816793893129,MiniRocket,Ridge
EigenWorms,GASF,dot_product,0.4274809160305343,,Ridge
EigenWorms,GASF,dot_product,0.4198473282442748,Rocket,Ridge
EigenWorms,GASF,dot_product,0.4198473282442748,MiniRocket,Ridge
EigenWorms,GASF,element_wise,0.4580152671755725,,Ridge
EigenWorms,GASF,element_wise,0.5343511450381679,Rocket,Ridge
EigenWorms,GASF,element_wise,0.4580152671755725,MiniRocket,Ridge
EigenWorms,GADF,sum,0.4198473282442748,,Ridge
EigenWorms,GADF,sum,0.648854961832061,Rocket,Ridge
EigenWorms,GADF,sum,0.5801526717557252,MiniRocket,Ridge
EigenWorms,GADF,subtraction,0.4503816793893129,,Ridge
EigenWorms,GADF,subtraction,0.4809160305343511,Rocket,Ridge
EigenWorms,GADF,subtraction,0.5038167938931297,MiniRocket,Ridge
EigenWorms,GADF,dot_product,0.4198473282442748,,Ridge
EigenWorms,GADF,dot_product,0.4198473282442748,Rocket,Ridge
EigenWorms,GADF,dot_product,0.4198473282442748,MiniRocket,Ridge
EigenWorms,GADF,element_wise,0.4198473282442748,,Ridge
EigenWorms,GADF,element_wise,0.4580152671755725,Rocket,Ridge
EigenWorms,GADF,element_wise,0.4122137404580153,MiniRocket,Ridge
EigenWorms,FIRTS,sum,0.4580152671755725,,Ridge
EigenWorms,FIRTS,sum,0.5725190839694656,Rocket,Ridge
EigenWorms,FIRTS,sum,0.4732824427480916,MiniRocket,Ridge
EigenWorms,FIRTS,subtraction,0.5114503816793893,,Ridge
EigenWorms,FIRTS,subtraction,0.5801526717557252,Rocket,Ridge
EigenWorms,FIRTS,subtraction,0.4961832061068702,MiniRocket,Ridge
EigenWorms,FIRTS,dot_product,0.1068702290076335,,Ridge
EigenWorms,FIRTS,dot_product,0.4198473282442748,Rocket,Ridge
EigenWorms,FIRTS,dot_product,0.4198473282442748,MiniRocket,Ridge
EigenWorms,FIRTS,element_wise,0.4198473282442748,,Ridge
EigenWorms,FIRTS,element_wise,0.4885496183206106,Rocket,Ridge
EigenWorms,FIRTS,element_wise,0.4885496183206106,MiniRocket,Ridge
Epilepsy,RP,sum,0.5797101449275363,,Ridge
Epilepsy,RP,sum,0.8405797101449275,Rocket,Ridge
Epilepsy,RP,sum,0.6304347826086957,MiniRocket,Ridge
Epilepsy,RP,subtraction,0.4202898550724637,,Ridge
Epilepsy,RP,subtraction,0.7391304347826086,Rocket,Ridge
Epilepsy,RP,subtraction,0.5289855072463768,MiniRocket,Ridge
Epilepsy,RP,dot_product,0.5434782608695652,,Ridge
Epilepsy,RP,dot_product,0.8333333333333334,Rocket,Ridge
Epilepsy,RP,dot_product,0.7246376811594203,MiniRocket,Ridge
Epilepsy,RP,element_wise,0.5942028985507246,,Ridge
Epilepsy,RP,element_wise,0.8260869565217391,Rocket,Ridge
Epilepsy,RP,element_wise,0.6884057971014492,MiniRocket,Ridge
Epilepsy,MTF,sum,0.5869565217391305,,Ridge
Epilepsy,MTF,sum,0.7608695652173914,Rocket,Ridge
Epilepsy,MTF,sum,0.572463768115942,MiniRocket,Ridge
Epilepsy,MTF,subtraction,0.3405797101449275,,Ridge
Epilepsy,MTF,subtraction,0.6231884057971014,Rocket,Ridge
Epilepsy,MTF,subtraction,0.4782608695652174,MiniRocket,Ridge
Epilepsy,MTF,dot_product,0.3768115942028985,,Ridge
Epilepsy,MTF,dot_product,0.717391304347826,Rocket,Ridge
Epilepsy,MTF,dot_product,0.5869565217391305,MiniRocket,Ridge
Epilepsy,MTF,element_wise,0.4347826086956521,,Ridge
Epilepsy,MTF,element_wise,0.7681159420289855,Rocket,Ridge
Epilepsy,MTF,element_wise,0.5144927536231884,MiniRocket,Ridge
Epilepsy,GASF,sum,0.3985507246376811,,Ridge
Epilepsy,GASF,sum,0.8478260869565217,Rocket,Ridge
Epilepsy,GASF,sum,0.7463768115942029,MiniRocket,Ridge
Epilepsy,GASF,subtraction,0.3188405797101449,,Ridge
Epilepsy,GASF,subtraction,0.7753623188405797,Rocket,Ridge
Epilepsy,GASF,subtraction,0.6159420289855072,MiniRocket,Ridge
Epilepsy,GASF,dot_product,0.2753623188405797,,Ridge
Epilepsy,GASF,dot_product,0.8333333333333334,Rocket,Ridge
Epilepsy,GASF,dot_product,0.7101449275362319,MiniRocket,Ridge
Epilepsy,GASF,element_wise,0.3840579710144927,,Ridge
Epilepsy,GASF,element_wise,0.8623188405797102,Rocket,Ridge
Epilepsy,GASF,element_wise,0.6884057971014492,MiniRocket,Ridge
Epilepsy,GADF,sum,0.2753623188405797,,Ridge
Epilepsy,GADF,sum,0.9202898550724636,Rocket,Ridge
Epilepsy,GADF,sum,0.855072463768116,MiniRocket,Ridge
Epilepsy,GADF,subtraction,0.3768115942028985,,Ridge
Epilepsy,GADF,subtraction,0.855072463768116,Rocket,Ridge
Epilepsy,GADF,subtraction,0.8188405797101449,MiniRocket,Ridge
Epilepsy,GADF,dot_product,0.3623188405797101,,Ridge
Epilepsy,GADF,dot_product,0.8188405797101449,Rocket,Ridge
Epilepsy,GADF,dot_product,0.782608695652174,MiniRocket,Ridge
Epilepsy,GADF,element_wise,0.3043478260869565,,Ridge
Epilepsy,GADF,element_wise,0.8115942028985508,Rocket,Ridge
Epilepsy,GADF,element_wise,0.6086956521739131,MiniRocket,Ridge
Epilepsy,FIRTS,sum,0.5144927536231884,,Ridge
Epilepsy,FIRTS,sum,0.9057971014492754,Rocket,Ridge
Epilepsy,FIRTS,sum,0.8260869565217391,MiniRocket,Ridge
Epilepsy,FIRTS,subtraction,0.427536231884058,,Ridge
Epilepsy,FIRTS,subtraction,0.8405797101449275,Rocket,Ridge
Epilepsy,FIRTS,subtraction,0.7318840579710145,MiniRocket,Ridge
Epilepsy,FIRTS,dot_product,0.3333333333333333,,Ridge
Epilepsy,FIRTS,dot_product,0.8623188405797102,Rocket,Ridge
Epilepsy,FIRTS,dot_product,0.7681159420289855,MiniRocket,Ridge
Epilepsy,FIRTS,element_wise,0.4057971014492754,,Ridge
Epilepsy,FIRTS,element_wise,0.9057971014492754,Rocket,Ridge
Epilepsy,FIRTS,element_wise,0.7608695652173914,MiniRocket,Ridge
Epilepsy,CWT,sum,0.3478260869565217,,Ridge
Epilepsy,CWT,sum,0.3840579710144927,Rocket,Ridge
Epilepsy,CWT,sum,0.3188405797101449,MiniRocket,Ridge
Epilepsy,CWT,subtraction,0.3260869565217391,,Ridge
Epilepsy,CWT,subtraction,0.391304347826087,Rocket,Ridge
Epilepsy,CWT,subtraction,0.3333333333333333,MiniRocket,Ridge
Epilepsy,CWT,dot_product,0.3115942028985507,,Ridge
Epilepsy,CWT,dot_product,0.463768115942029,Rocket,Ridge
Epilepsy,CWT,dot_product,0.2681159420289855,MiniRocket,Ridge
Epilepsy,CWT,element_wise,0.3260869565217391,,Ridge
Epilepsy,CWT,element_wise,0.3188405797101449,Rocket,Ridge
Epilepsy,CWT,element_wise,0.3478260869565217,MiniRocket,Ridge
EthanolConcentration,RP,sum,0.3612167300380228,,Ridge
EthanolConcentration,RP,sum,0.3574144486692015,Rocket,Ridge
EthanolConcentration,RP,sum,0.3079847908745247,MiniRocket,Ridge
EthanolConcentration,RP,subtraction,0.3155893536121673,,Ridge
EthanolConcentration,RP,subtraction,0.3231939163498099,Rocket,Ridge
EthanolConcentration,RP,subtraction,0.2737642585551331,MiniRocket,Ridge
EthanolConcentration,RP,dot_product,0.3041825095057034,,Ridge
EthanolConcentration,RP,dot_product,0.3422053231939163,Rocket,Ridge
EthanolConcentration,RP,dot_product,0.2965779467680608,MiniRocket,Ridge
EthanolConcentration,RP,element_wise,0.338403041825095,,Ridge
EthanolConcentration,RP,element_wise,0.3003802281368821,Rocket,Ridge
EthanolConcentration,RP,element_wise,0.2927756653992395,MiniRocket,Ridge
EthanolConcentration,MTF,sum,0.3269961977186312,,Ridge
EthanolConcentration,MTF,sum,0.3916349809885932,Rocket,Ridge
EthanolConcentration,MTF,sum,0.3155893536121673,MiniRocket,Ridge
EthanolConcentration,MTF,subtraction,0.3269961977186312,,Ridge
EthanolConcentration,MTF,subtraction,0.3536121673003802,Rocket,Ridge
EthanolConcentration,MTF,subtraction,0.2851711026615969,MiniRocket,Ridge
EthanolConcentration,MTF,dot_product,0.3155893536121673,,Ridge
EthanolConcentration,MTF,dot_product,0.3802281368821292,Rocket,Ridge
EthanolConcentration,MTF,dot_product,0.2737642585551331,MiniRocket,Ridge
EthanolConcentration,MTF,element_wise,0.3346007604562737,,Ridge
EthanolConcentration,MTF,element_wise,0.3536121673003802,Rocket,Ridge
EthanolConcentration,MTF,element_wise,0.3231939163498099,MiniRocket,Ridge
EthanolConcentration,GASF,sum,0.6045627376425855,,Ridge
EthanolConcentration,GASF,sum,0.5247148288973384,Rocket,Ridge
EthanolConcentration,GASF,sum,0.376425855513308,MiniRocket,Ridge
EthanolConcentration,GASF,subtraction,0.5361216730038023,,Ridge
EthanolConcentration,GASF,subtraction,0.4866920152091255,Rocket,Ridge
EthanolConcentration,GASF,subtraction,0.311787072243346,MiniRocket,Ridge
EthanolConcentration,GASF,dot_product,0.5703422053231939,,Ridge
EthanolConcentration,GASF,dot_product,0.4828897338403042,Rocket,Ridge
EthanolConcentration,GASF,dot_product,0.3574144486692015,MiniRocket,Ridge
EthanolConcentration,GASF,element_wise,0.5361216730038023,,Ridge
EthanolConcentration,GASF,element_wise,0.2889733840304182,Rocket,Ridge
EthanolConcentration,GASF,element_wise,0.2661596958174905,MiniRocket,Ridge
EthanolConcentration,GADF,sum,0.5665399239543726,,Ridge
EthanolConcentration,GADF,sum,0.5247148288973384,Rocket,Ridge
EthanolConcentration,GADF,sum,0.4410646387832699,MiniRocket,Ridge
EthanolConcentration,GADF,subtraction,0.5627376425855514,,Ridge
EthanolConcentration,GADF,subtraction,0.5247148288973384,Rocket,Ridge
EthanolConcentration,GADF,subtraction,0.3878326996197718,MiniRocket,Ridge
EthanolConcentration,GADF,dot_product,0.5817490494296578,,Ridge
EthanolConcentration,GADF,dot_product,0.5513307984790875,Rocket,Ridge
EthanolConcentration,GADF,dot_product,0.3307984790874524,MiniRocket,Ridge
EthanolConcentration,GADF,element_wise,0.4410646387832699,,Ridge
EthanolConcentration,GADF,element_wise,0.2699619771863117,Rocket,Ridge
EthanolConcentration,GADF,element_wise,0.2395437262357414,MiniRocket,Ridge
EthanolConcentration,FIRTS,sum,0.5095057034220533,,Ridge
EthanolConcentration,FIRTS,sum,0.4752851711026616,Rocket,Ridge
EthanolConcentration,FIRTS,sum,0.3536121673003802,MiniRocket,Ridge
EthanolConcentration,FIRTS,subtraction,0.4258555133079847,,Ridge
EthanolConcentration,FIRTS,subtraction,0.4182509505703422,Rocket,Ridge
EthanolConcentration,FIRTS,subtraction,0.311787072243346,MiniRocket,Ridge
EthanolConcentration,FIRTS,dot_product,0.4144486692015209,,Ridge
EthanolConcentration,FIRTS,dot_product,0.4296577946768061,Rocket,Ridge
EthanolConcentration,FIRTS,dot_product,0.3498098859315589,MiniRocket,Ridge
EthanolConcentration,FIRTS,element_wise,0.4866920152091255,,Ridge
EthanolConcentration,FIRTS,element_wise,0.3992395437262357,Rocket,Ridge
EthanolConcentration,FIRTS,element_wise,0.3840304182509506,MiniRocket,Ridge
EthanolConcentration,CWT,sum,0.5437262357414449,,Ridge
EthanolConcentration,CWT,sum,0.2661596958174905,Rocket,Ridge
EthanolConcentration,CWT,sum,0.2395437262357414,MiniRocket,Ridge
EthanolConcentration,CWT,subtraction,0.5513307984790875,,Ridge
EthanolConcentration,CWT,subtraction,0.2737642585551331,Rocket,Ridge
EthanolConcentration,CWT,subtraction,0.2395437262357414,MiniRocket,Ridge
EthanolConcentration,CWT,dot_product,0.5741444866920152,,Ridge
EthanolConcentration,CWT,dot_product,0.247148288973384,Rocket,Ridge
EthanolConcentration,CWT,dot_product,0.2395437262357414,MiniRocket,Ridge
EthanolConcentration,CWT,element_wise,0.3802281368821292,,Ridge
EthanolConcentration,CWT,element_wise,0.2585551330798479,Rocket,Ridge
EthanolConcentration,CWT,element_wise,0.2433460076045627,MiniRocket,Ridge
ERing,RP,sum,0.7814814814814814,,Ridge
ERing,RP,sum,0.7703703703703704,Rocket,Ridge
ERing,RP,sum,0.6185185185185185,MiniRocket,Ridge
ERing,RP,subtraction,0.6222222222222222,,Ridge
ERing,RP,subtraction,0.6148148148148148,Rocket,Ridge
ERing,RP,subtraction,0.4925925925925926,MiniRocket,Ridge
ERing,RP,dot_product,0.3259259259259259,,Ridge
ERing,RP,dot_product,0.1666666666666666,Rocket,Ridge
ERing,RP,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,RP,element_wise,0.6518518518518519,,Ridge
ERing,RP,element_wise,0.5740740740740741,Rocket,Ridge
ERing,RP,element_wise,0.5444444444444444,MiniRocket,Ridge
ERing,MTF,sum,0.7407407407407407,,Ridge
ERing,MTF,sum,0.7333333333333333,Rocket,Ridge
ERing,MTF,sum,0.5777777777777777,MiniRocket,Ridge
ERing,MTF,subtraction,0.5370370370370371,,Ridge
ERing,MTF,subtraction,0.5888888888888889,Rocket,Ridge
ERing,MTF,subtraction,0.5148148148148148,MiniRocket,Ridge
ERing,MTF,dot_product,0.3296296296296296,,Ridge
ERing,MTF,dot_product,0.1666666666666666,Rocket,Ridge
ERing,MTF,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,MTF,element_wise,0.6444444444444445,,Ridge
ERing,MTF,element_wise,0.5296296296296297,Rocket,Ridge
ERing,MTF,element_wise,0.5407407407407407,MiniRocket,Ridge
ERing,GASF,sum,0.8074074074074075,,Ridge
ERing,GASF,sum,0.8222222222222222,Rocket,Ridge
ERing,GASF,sum,0.5925925925925926,MiniRocket,Ridge
ERing,GASF,subtraction,0.6888888888888889,,Ridge
ERing,GASF,subtraction,0.7148148148148148,Rocket,Ridge
ERing,GASF,subtraction,0.5481481481481482,MiniRocket,Ridge
ERing,GASF,dot_product,0.3296296296296296,,Ridge
ERing,GASF,dot_product,0.1666666666666666,Rocket,Ridge
ERing,GASF,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,GASF,element_wise,0.562962962962963,,Ridge
ERing,GASF,element_wise,0.5259259259259259,Rocket,Ridge
ERing,GASF,element_wise,0.337037037037037,MiniRocket,Ridge
ERing,GADF,sum,0.7666666666666667,,Ridge
ERing,GADF,sum,0.8888888888888888,Rocket,Ridge
ERing,GADF,sum,0.6962962962962963,MiniRocket,Ridge
ERing,GADF,subtraction,0.6925925925925925,,Ridge
ERing,GADF,subtraction,0.8148148148148148,Rocket,Ridge
ERing,GADF,subtraction,0.6185185185185185,MiniRocket,Ridge
ERing,GADF,dot_product,0.3074074074074074,,Ridge
ERing,GADF,dot_product,0.1666666666666666,Rocket,Ridge
ERing,GADF,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,GADF,element_wise,0.6185185185185185,,Ridge
ERing,GADF,element_wise,0.5148148148148148,Rocket,Ridge
ERing,GADF,element_wise,0.2962962962962963,MiniRocket,Ridge
ERing,FIRTS,sum,0.8444444444444444,,Ridge
ERing,FIRTS,sum,0.9481481481481482,Rocket,Ridge
ERing,FIRTS,sum,0.7296296296296296,MiniRocket,Ridge
ERing,FIRTS,subtraction,0.7111111111111111,,Ridge
ERing,FIRTS,subtraction,0.6925925925925925,Rocket,Ridge
ERing,FIRTS,subtraction,0.5666666666666667,MiniRocket,Ridge
ERing,FIRTS,dot_product,0.3333333333333333,,Ridge
ERing,FIRTS,dot_product,0.1666666666666666,Rocket,Ridge
ERing,FIRTS,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,FIRTS,element_wise,0.8037037037037037,,Ridge
ERing,FIRTS,element_wise,0.6777777777777778,Rocket,Ridge
ERing,FIRTS,element_wise,0.5777777777777777,MiniRocket,Ridge
ERing,CWT,sum,0.725925925925926,,Ridge
ERing,CWT,sum,0.7074074074074074,Rocket,Ridge
ERing,CWT,sum,0.6444444444444445,MiniRocket,Ridge
ERing,CWT,subtraction,0.674074074074074,,Ridge
ERing,CWT,subtraction,0.5592592592592592,Rocket,Ridge
ERing,CWT,subtraction,0.5074074074074074,MiniRocket,Ridge
ERing,CWT,dot_product,0.3148148148148148,,Ridge
ERing,CWT,dot_product,0.1666666666666666,Rocket,Ridge
ERing,CWT,dot_product,0.1666666666666666,MiniRocket,Ridge
ERing,CWT,element_wise,0.5592592592592592,,Ridge
ERing,CWT,element_wise,0.5888888888888889,Rocket,Ridge
ERing,CWT,element_wise,0.5518518518518518,MiniRocket,Ridge
FaceDetection,RP,sum,0.5201475595913735,,Ridge
FaceDetection,RP,sum,0.4917707150964813,Rocket,Ridge
FaceDetection,RP,sum,0.5019863791146425,MiniRocket,Ridge
FaceDetection,RP,subtraction,0.4994324631101021,,Ridge
FaceDetection,RP,subtraction,0.4968785471055618,Rocket,Ridge
FaceDetection,RP,subtraction,0.4829738933030646,MiniRocket,Ridge
FaceDetection,RP,dot_product,0.5,,Ridge
FaceDetection,RP,dot_product,0.5,Rocket,Ridge
FaceDetection,RP,dot_product,0.5,MiniRocket,Ridge
FaceDetection,RP,element_wise,0.5,,Ridge
FaceDetection,RP,element_wise,0.5014188422247446,Rocket,Ridge
FaceDetection,RP,element_wise,0.488933030646992,MiniRocket,Ridge
FaceDetection,MTF,sum,0.5082292849035187,,Ridge
FaceDetection,MTF,sum,0.5048240635641317,Rocket,Ridge
FaceDetection,MTF,sum,0.5011350737797957,MiniRocket,Ridge
FaceDetection,MTF,subtraction,0.4931895573212259,,Ridge
FaceDetection,MTF,subtraction,0.5158910329171397,Rocket,Ridge
FaceDetection,MTF,subtraction,0.5019863791146425,MiniRocket,Ridge
FaceDetection,MTF,dot_product,0.5,,Ridge
FaceDetection,MTF,dot_product,0.5,Rocket,Ridge
FaceDetection,MTF,dot_product,0.5,MiniRocket,Ridge
FaceDetection,MTF,element_wise,0.5002837684449489,,Ridge
FaceDetection,MTF,element_wise,0.5011350737797957,Rocket,Ridge
FaceDetection,MTF,element_wise,0.4954597048808172,MiniRocket,Ridge
FaceDetection,GASF,sum,0.5113507377979569,,Ridge
FaceDetection,GASF,sum,0.4897843359818388,Rocket,Ridge
FaceDetection,GASF,sum,0.5116345062429057,MiniRocket,Ridge
FaceDetection,GASF,subtraction,0.525255391600454,,Ridge
FaceDetection,GASF,subtraction,0.4880817253121453,Rocket,Ridge
FaceDetection,GASF,subtraction,0.5133371169125993,MiniRocket,Ridge
FaceDetection,GASF,dot_product,0.5068104426787742,,Ridge
FaceDetection,GASF,dot_product,0.5,Rocket,Ridge
FaceDetection,GASF,dot_product,0.5,MiniRocket,Ridge
FaceDetection,GASF,element_wise,0.5005675368898979,,Ridge
FaceDetection,GASF,element_wise,0.4838251986379114,Rocket,Ridge
FaceDetection,GASF,element_wise,0.4994324631101021,MiniRocket,Ridge
FaceDetection,GADF,sum,0.5570374574347332,,Ridge
FaceDetection,GADF,sum,0.5207150964812712,Rocket,Ridge
FaceDetection,GADF,sum,0.5499432463110102,MiniRocket,Ridge
FaceDetection,GADF,subtraction,0.518161180476731,,Ridge
FaceDetection,GADF,subtraction,0.5079455164585698,Rocket,Ridge
FaceDetection,GADF,subtraction,0.5366061293984109,MiniRocket,Ridge
FaceDetection,GADF,dot_product,0.5002837684449489,,Ridge
FaceDetection,GADF,dot_product,0.5,Rocket,Ridge
FaceDetection,GADF,dot_product,0.5,MiniRocket,Ridge
FaceDetection,GADF,element_wise,0.5,,Ridge
FaceDetection,GADF,element_wise,0.4988649262202043,Rocket,Ridge
FaceDetection,GADF,element_wise,0.4994324631101021,MiniRocket,Ridge
FaceDetection,FIRTS,sum,0.5422814982973894,,Ridge
FaceDetection,FIRTS,sum,0.5385925085130534,Rocket,Ridge
FaceDetection,FIRTS,sum,0.5417139614074915,MiniRocket,Ridge
FaceDetection,FIRTS,subtraction,0.5170261066969353,,Ridge
FaceDetection,FIRTS,subtraction,0.511066969353008,Rocket,Ridge
FaceDetection,FIRTS,subtraction,0.5133371169125993,MiniRocket,Ridge
FaceDetection,FIRTS,dot_product,0.5,,Ridge
FaceDetection,FIRTS,dot_product,0.5,Rocket,Ridge
FaceDetection,FIRTS,dot_product,0.5,MiniRocket,Ridge
FaceDetection,FIRTS,element_wise,0.5,,Ridge
FaceDetection,FIRTS,element_wise,0.4948921679909194,Rocket,Ridge
FaceDetection,FIRTS,element_wise,0.5238365493757094,MiniRocket,Ridge
FaceDetection,CWT,sum,0.5658342792281499,,Ridge
FaceDetection,CWT,sum,0.543416572077185,Rocket,Ridge
FaceDetection,CWT,sum,0.5272417707150965,MiniRocket,Ridge
FaceDetection,CWT,subtraction,0.5380249716231555,,Ridge
FaceDetection,CWT,subtraction,0.4994324631101021,Rocket,Ridge
FaceDetection,CWT,subtraction,0.5280930760499433,MiniRocket,Ridge
FaceDetection,CWT,dot_product,0.5076617480136209,,Ridge
FaceDetection,CWT,dot_product,0.5,Rocket,Ridge
FaceDetection,CWT,dot_product,0.5,MiniRocket,Ridge
FaceDetection,CWT,element_wise,0.499716231555051,,Ridge
FaceDetection,CWT,element_wise,0.5062429057888763,Rocket,Ridge
FaceDetection,CWT,element_wise,0.4982973893303065,MiniRocket,Ridge
FingerMovements,RP,sum,0.54,,Ridge
FingerMovements,RP,sum,0.48,Rocket,Ridge
FingerMovements,RP,sum,0.51,MiniRocket,Ridge
FingerMovements,RP,subtraction,0.48,,Ridge
FingerMovements,RP,subtraction,0.54,Rocket,Ridge
FingerMovements,RP,subtraction,0.49,MiniRocket,Ridge
FingerMovements,RP,dot_product,0.49,,Ridge
FingerMovements,RP,dot_product,0.49,Rocket,Ridge
FingerMovements,RP,dot_product,0.49,MiniRocket,Ridge
FingerMovements,RP,element_wise,0.49,,Ridge
FingerMovements,RP,element_wise,0.48,Rocket,Ridge
FingerMovements,RP,element_wise,0.56,MiniRocket,Ridge
FingerMovements,MTF,sum,0.49,,Ridge
FingerMovements,MTF,sum,0.47,Rocket,Ridge
FingerMovements,MTF,sum,0.49,MiniRocket,Ridge
FingerMovements,MTF,subtraction,0.47,,Ridge
FingerMovements,MTF,subtraction,0.51,Rocket,Ridge
FingerMovements,MTF,subtraction,0.56,MiniRocket,Ridge
FingerMovements,MTF,dot_product,0.52,,Ridge
FingerMovements,MTF,dot_product,0.49,Rocket,Ridge
FingerMovements,MTF,dot_product,0.49,MiniRocket,Ridge
FingerMovements,MTF,element_wise,0.49,,Ridge
FingerMovements,MTF,element_wise,0.61,Rocket,Ridge
FingerMovements,MTF,element_wise,0.52,MiniRocket,Ridge
FingerMovements,GASF,sum,0.54,,Ridge
FingerMovements,GASF,sum,0.54,Rocket,Ridge
FingerMovements,GASF,sum,0.5,MiniRocket,Ridge
FingerMovements,GASF,subtraction,0.46,,Ridge
FingerMovements,GASF,subtraction,0.57,Rocket,Ridge
FingerMovements,GASF,subtraction,0.47,MiniRocket,Ridge
FingerMovements,GASF,dot_product,0.55,,Ridge
FingerMovements,GASF,dot_product,0.49,Rocket,Ridge
FingerMovements,GASF,dot_product,0.49,MiniRocket,Ridge
FingerMovements,GASF,element_wise,0.51,,Ridge
FingerMovements,GASF,element_wise,0.54,Rocket,Ridge
FingerMovements,GASF,element_wise,0.48,MiniRocket,Ridge
FingerMovements,GADF,sum,0.43,,Ridge
FingerMovements,GADF,sum,0.59,Rocket,Ridge
FingerMovements,GADF,sum,0.55,MiniRocket,Ridge
FingerMovements,GADF,subtraction,0.58,,Ridge
FingerMovements,GADF,subtraction,0.57,Rocket,Ridge
FingerMovements,GADF,subtraction,0.59,MiniRocket,Ridge
FingerMovements,GADF,dot_product,0.5,,Ridge
FingerMovements,GADF,dot_product,0.49,Rocket,Ridge
FingerMovements,GADF,dot_product,0.49,MiniRocket,Ridge
FingerMovements,GADF,element_wise,0.49,,Ridge
FingerMovements,GADF,element_wise,0.53,Rocket,Ridge
FingerMovements,GADF,element_wise,0.54,MiniRocket,Ridge
FingerMovements,FIRTS,sum,0.49,,Ridge
FingerMovements,FIRTS,sum,0.49,Rocket,Ridge
FingerMovements,FIRTS,sum,0.58,MiniRocket,Ridge
FingerMovements,FIRTS,subtraction,0.6,,Ridge
FingerMovements,FIRTS,subtraction,0.61,Rocket,Ridge
FingerMovements,FIRTS,subtraction,0.51,MiniRocket,Ridge
FingerMovements,FIRTS,dot_product,0.52,,Ridge
FingerMovements,FIRTS,dot_product,0.49,Rocket,Ridge
FingerMovements,FIRTS,dot_product,0.49,MiniRocket,Ridge
FingerMovements,FIRTS,element_wise,0.52,,Ridge
FingerMovements,FIRTS,element_wise,0.46,Rocket,Ridge
FingerMovements,FIRTS,element_wise,0.54,MiniRocket,Ridge
FingerMovements,CWT,sum,0.53,,Ridge
FingerMovements,CWT,sum,0.5,Rocket,Ridge
FingerMovements,CWT,sum,0.51,MiniRocket,Ridge
FingerMovements,CWT,subtraction,0.59,,Ridge
FingerMovements,CWT,subtraction,0.58,Rocket,Ridge
FingerMovements,CWT,subtraction,0.6,MiniRocket,Ridge
FingerMovements,CWT,dot_product,0.52,,Ridge
FingerMovements,CWT,dot_product,0.49,Rocket,Ridge
FingerMovements,CWT,dot_product,0.49,MiniRocket,Ridge
FingerMovements,CWT,element_wise,0.5,,Ridge
FingerMovements,CWT,element_wise,0.47,Rocket,Ridge
FingerMovements,CWT,element_wise,0.52,MiniRocket,Ridge
HandMovementDirection,RP,sum,0.2162162162162162,,Ridge
HandMovementDirection,RP,sum,0.2972972972972973,Rocket,Ridge
HandMovementDirection,RP,sum,0.2837837837837837,MiniRocket,Ridge
