dataset,representation,operation,accuracy,convolution_algorithm,classification_algorithm
HandMovementDirection,RP,subtraction,0.2432432432432432,,Ridge
HandMovementDirection,RP,subtraction,0.1351351351351351,Rocket,Ridge
HandMovementDirection,RP,subtraction,0.1756756756756756,MiniRocket,Ridge
HandMovementDirection,RP,dot_product,0.1486486486486486,,Ridge
HandMovementDirection,RP,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,RP,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,RP,element_wise,0.2567567567567567,,Ridge
HandMovementDirection,RP,element_wise,0.2972972972972973,Rocket,Ridge
HandMovementDirection,RP,element_wise,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,MTF,sum,0.2027027027027027,,Ridge
HandMovementDirection,MTF,sum,0.2297297297297297,Rocket,Ridge
HandMovementDirection,MTF,sum,0.2837837837837837,MiniRocket,Ridge
HandMovementDirection,MTF,subtraction,0.2837837837837837,,Ridge
HandMovementDirection,MTF,subtraction,0.2702702702702703,Rocket,Ridge
HandMovementDirection,MTF,subtraction,0.3378378378378378,MiniRocket,Ridge
HandMovementDirection,MTF,dot_product,0.2567567567567567,,Ridge
HandMovementDirection,MTF,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,MTF,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,MTF,element_wise,0.2027027027027027,,Ridge
HandMovementDirection,MTF,element_wise,0.2162162162162162,Rocket,Ridge
HandMovementDirection,MTF,element_wise,0.3108108108108108,MiniRocket,Ridge
HandMovementDirection,GASF,sum,0.2837837837837837,,Ridge
HandMovementDirection,GASF,sum,0.3513513513513513,Rocket,Ridge
HandMovementDirection,GASF,sum,0.1891891891891892,MiniRocket,Ridge
HandMovementDirection,GASF,subtraction,0.2432432432432432,,Ridge
HandMovementDirection,GASF,subtraction,0.2432432432432432,Rocket,Ridge
HandMovementDirection,GASF,subtraction,0.2297297297297297,MiniRocket,Ridge
HandMovementDirection,GASF,dot_product,0.1756756756756756,,Ridge
HandMovementDirection,GASF,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,GASF,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,GASF,element_wise,0.3243243243243243,,Ridge
HandMovementDirection,GASF,element_wise,0.2162162162162162,Rocket,Ridge
HandMovementDirection,GASF,element_wise,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,GADF,sum,0.4189189189189189,,Ridge
HandMovementDirection,GADF,sum,0.2972972972972973,Rocket,Ridge
HandMovementDirection,GADF,sum,0.2432432432432432,MiniRocket,Ridge
HandMovementDirection,GADF,subtraction,0.4459459459459459,,Ridge
HandMovementDirection,GADF,subtraction,0.3243243243243243,Rocket,Ridge
HandMovementDirection,GADF,subtraction,0.3378378378378378,MiniRocket,Ridge
HandMovementDirection,GADF,dot_product,0.3783783783783784,,Ridge
HandMovementDirection,GADF,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,GADF,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,GADF,element_wise,0.2297297297297297,,Ridge
HandMovementDirection,GADF,element_wise,0.3108108108108108,Rocket,Ridge
HandMovementDirection,GADF,element_wise,0.1891891891891892,MiniRocket,Ridge
HandMovementDirection,FIRTS,sum,0.3918918918918919,,Ridge
HandMovementDirection,FIRTS,sum,0.3513513513513513,Rocket,Ridge
HandMovementDirection,FIRTS,sum,0.2162162162162162,MiniRocket,Ridge
HandMovementDirection,FIRTS,subtraction,0.4189189189189189,,Ridge
HandMovementDirection,FIRTS,subtraction,0.3108108108108108,Rocket,Ridge
HandMovementDirection,FIRTS,subtraction,0.2837837837837837,MiniRocket,Ridge
HandMovementDirection,FIRTS,dot_product,0.3648648648648648,,Ridge
HandMovementDirection,FIRTS,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,FIRTS,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,FIRTS,element_wise,0.3783783783783784,,Ridge
HandMovementDirection,FIRTS,element_wise,0.3108108108108108,Rocket,Ridge
HandMovementDirection,FIRTS,element_wise,0.3378378378378378,MiniRocket,Ridge
HandMovementDirection,CWT,sum,0.3918918918918919,,Ridge
HandMovementDirection,CWT,sum,0.4054054054054054,Rocket,Ridge
HandMovementDirection,CWT,sum,0.2702702702702703,MiniRocket,Ridge
HandMovementDirection,CWT,subtraction,0.4459459459459459,,Ridge
HandMovementDirection,CWT,subtraction,0.2297297297297297,Rocket,Ridge
HandMovementDirection,CWT,subtraction,0.1756756756756756,MiniRocket,Ridge
HandMovementDirection,CWT,dot_product,0.1756756756756756,,Ridge
HandMovementDirection,CWT,dot_product,0.2027027027027027,Rocket,Ridge
HandMovementDirection,CWT,dot_product,0.2027027027027027,MiniRocket,Ridge
HandMovementDirection,CWT,element_wise,0.3783783783783784,,Ridge
HandMovementDirection,CWT,element_wise,0.2702702702702703,Rocket,Ridge
HandMovementDirection,CWT,element_wise,0.3648648648648648,MiniRocket,Ridge
Handwriting,RP,sum,0.0894117647058823,,Ridge
Handwriting,RP,sum,0.1741176470588235,Rocket,Ridge
Handwriting,RP,sum,0.0823529411764705,MiniRocket,Ridge
Handwriting,RP,subtraction,0.0929411764705882,,Ridge
Handwriting,RP,subtraction,0.1847058823529411,Rocket,Ridge
Handwriting,RP,subtraction,0.0870588235294117,MiniRocket,Ridge
Handwriting,RP,dot_product,0.048235294117647,,Ridge
Handwriting,RP,dot_product,0.1458823529411764,Rocket,Ridge
Handwriting,RP,dot_product,0.0623529411764705,MiniRocket,Ridge
Handwriting,RP,element_wise,0.0811764705882353,,Ridge
Handwriting,RP,element_wise,0.1094117647058823,Rocket,Ridge
Handwriting,RP,element_wise,0.0658823529411764,MiniRocket,Ridge
Handwriting,MTF,sum,0.0588235294117647,,Ridge
Handwriting,MTF,sum,0.0976470588235294,Rocket,Ridge
Handwriting,MTF,sum,0.0623529411764705,MiniRocket,Ridge
Handwriting,MTF,subtraction,0.0623529411764705,,Ridge
Handwriting,MTF,subtraction,0.1035294117647058,Rocket,Ridge
Handwriting,MTF,subtraction,0.0541176470588235,MiniRocket,Ridge
Handwriting,MTF,dot_product,0.0611764705882353,,Ridge
Handwriting,MTF,dot_product,0.0670588235294117,Rocket,Ridge
Handwriting,MTF,dot_product,0.0564705882352941,MiniRocket,Ridge
Handwriting,MTF,element_wise,0.0647058823529411,,Ridge
Handwriting,MTF,element_wise,0.0694117647058823,Rocket,Ridge
Handwriting,MTF,element_wise,0.0647058823529411,MiniRocket,Ridge
Handwriting,GASF,sum,0.0623529411764705,,Ridge
Handwriting,GASF,sum,0.1505882352941176,Rocket,Ridge
Handwriting,GASF,sum,0.0658823529411764,MiniRocket,Ridge
Handwriting,GASF,subtraction,0.0788235294117647,,Ridge
Handwriting,GASF,subtraction,0.1494117647058823,Rocket,Ridge
Handwriting,GASF,subtraction,0.0764705882352941,MiniRocket,Ridge
Handwriting,GASF,dot_product,0.0670588235294117,,Ridge
Handwriting,GASF,dot_product,0.1117647058823529,Rocket,Ridge
Handwriting,GASF,dot_product,0.0905882352941176,MiniRocket,Ridge
Handwriting,GASF,element_wise,0.0588235294117647,,Ridge
Handwriting,GASF,element_wise,0.1435294117647058,Rocket,Ridge
Handwriting,GASF,element_wise,0.068235294117647,MiniRocket,Ridge
Handwriting,GADF,sum,0.1035294117647058,,Ridge
Handwriting,GADF,sum,0.3423529411764706,Rocket,Ridge
Handwriting,GADF,sum,0.1070588235294117,MiniRocket,Ridge
Handwriting,GADF,subtraction,0.0835294117647058,,Ridge
Handwriting,GADF,subtraction,0.3858823529411764,Rocket,Ridge
Handwriting,GADF,subtraction,0.128235294117647,MiniRocket,Ridge
Handwriting,GADF,dot_product,0.0894117647058823,,Ridge
Handwriting,GADF,dot_product,0.268235294117647,Rocket,Ridge
Handwriting,GADF,dot_product,0.1117647058823529,MiniRocket,Ridge
Handwriting,GADF,element_wise,0.0494117647058823,,Ridge
Handwriting,GADF,element_wise,0.1847058823529411,Rocket,Ridge
Handwriting,GADF,element_wise,0.0623529411764705,MiniRocket,Ridge
Handwriting,FIRTS,sum,0.1094117647058823,,Ridge
Handwriting,FIRTS,sum,0.2364705882352941,Rocket,Ridge
Handwriting,FIRTS,sum,0.0905882352941176,MiniRocket,Ridge
Handwriting,FIRTS,subtraction,0.0894117647058823,,Ridge
Handwriting,FIRTS,subtraction,0.2517647058823529,Rocket,Ridge
Handwriting,FIRTS,subtraction,0.0976470588235294,MiniRocket,Ridge
Handwriting,FIRTS,dot_product,0.0811764705882353,,Ridge
Handwriting,FIRTS,dot_product,0.2070588235294117,Rocket,Ridge
Handwriting,FIRTS,dot_product,0.08,MiniRocket,Ridge
Handwriting,FIRTS,element_wise,0.1164705882352941,,Ridge
Handwriting,FIRTS,element_wise,0.1411764705882353,Rocket,Ridge
Handwriting,FIRTS,element_wise,0.0858823529411764,MiniRocket,Ridge
Handwriting,CWT,sum,0.1105882352941176,,Ridge
Handwriting,CWT,sum,0.28,Rocket,Ridge
Handwriting,CWT,sum,0.1105882352941176,MiniRocket,Ridge
Handwriting,CWT,subtraction,0.1211764705882352,,Ridge
Handwriting,CWT,subtraction,0.3505882352941176,Rocket,Ridge
Handwriting,CWT,subtraction,0.1658823529411764,MiniRocket,Ridge
Handwriting,CWT,dot_product,0.1011764705882353,,Ridge
Handwriting,CWT,dot_product,0.2129411764705882,Rocket,Ridge
Handwriting,CWT,dot_product,0.048235294117647,MiniRocket,Ridge
Handwriting,CWT,element_wise,0.06,,Ridge
Handwriting,CWT,element_wise,0.2047058823529411,Rocket,Ridge
Handwriting,CWT,element_wise,0.1152941176470588,MiniRocket,Ridge
Heartbeat,RP,sum,0.5853658536585366,,Ridge
Heartbeat,RP,sum,0.6682926829268293,Rocket,Ridge
Heartbeat,RP,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,RP,subtraction,0.7219512195121951,,Ridge
Heartbeat,RP,subtraction,0.7121951219512195,Rocket,Ridge
Heartbeat,RP,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,RP,dot_product,0.3609756097560975,,Ridge
Heartbeat,RP,dot_product,0.697560975609756,Rocket,Ridge
Heartbeat,RP,dot_product,0.7268292682926829,MiniRocket,Ridge
Heartbeat,RP,element_wise,0.7219512195121951,,Ridge
Heartbeat,RP,element_wise,0.6341463414634146,Rocket,Ridge
Heartbeat,RP,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,sum,0.7024390243902439,,Ridge
Heartbeat,MTF,sum,0.697560975609756,Rocket,Ridge
Heartbeat,MTF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,subtraction,0.7170731707317073,,Ridge
Heartbeat,MTF,subtraction,0.6829268292682927,Rocket,Ridge
Heartbeat,MTF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,dot_product,0.2780487804878049,,Ridge
Heartbeat,MTF,dot_product,0.7560975609756098,Rocket,Ridge
Heartbeat,MTF,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,MTF,element_wise,0.7219512195121951,,Ridge
Heartbeat,MTF,element_wise,0.6146341463414634,Rocket,Ridge
Heartbeat,MTF,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,sum,0.5658536585365853,,Ridge
Heartbeat,GASF,sum,0.6731707317073171,Rocket,Ridge
Heartbeat,GASF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,subtraction,0.7219512195121951,,Ridge
Heartbeat,GASF,subtraction,0.7073170731707317,Rocket,Ridge
Heartbeat,GASF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,dot_product,0.2780487804878049,,Ridge
Heartbeat,GASF,dot_product,0.7073170731707317,Rocket,Ridge
Heartbeat,GASF,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GASF,element_wise,0.7219512195121951,,Ridge
Heartbeat,GASF,element_wise,0.6487804878048781,Rocket,Ridge
Heartbeat,GASF,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,sum,0.6,,Ridge
Heartbeat,GADF,sum,0.7121951219512195,Rocket,Ridge
Heartbeat,GADF,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,subtraction,0.7219512195121951,,Ridge
Heartbeat,GADF,subtraction,0.7219512195121951,Rocket,Ridge
Heartbeat,GADF,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,GADF,dot_product,0.7268292682926829,,Ridge
Heartbeat,GADF,dot_product,0.697560975609756,Rocket,Ridge
Heartbeat,GADF,dot_product,0.7170731707317073,MiniRocket,Ridge
Heartbeat,GADF,element_wise,0.7219512195121951,,Ridge
Heartbeat,GADF,element_wise,0.6,Rocket,Ridge
Heartbeat,GADF,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,sum,0.5853658536585366,,Ridge
Heartbeat,FIRTS,sum,0.7024390243902439,Rocket,Ridge
Heartbeat,FIRTS,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,subtraction,0.7219512195121951,,Ridge
Heartbeat,FIRTS,subtraction,0.7219512195121951,Rocket,Ridge
Heartbeat,FIRTS,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,dot_product,0.3804878048780488,,Ridge
Heartbeat,FIRTS,dot_product,0.697560975609756,Rocket,Ridge
Heartbeat,FIRTS,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,FIRTS,element_wise,0.4926829268292683,,Ridge
Heartbeat,FIRTS,element_wise,0.6682926829268293,Rocket,Ridge
Heartbeat,FIRTS,element_wise,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,sum,0.697560975609756,,Ridge
Heartbeat,CWT,sum,0.6487804878048781,Rocket,Ridge
Heartbeat,CWT,sum,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,subtraction,0.7219512195121951,,Ridge
Heartbeat,CWT,subtraction,0.7073170731707317,Rocket,Ridge
Heartbeat,CWT,subtraction,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,dot_product,0.7268292682926829,,Ridge
Heartbeat,CWT,dot_product,0.6585365853658537,Rocket,Ridge
Heartbeat,CWT,dot_product,0.7219512195121951,MiniRocket,Ridge
Heartbeat,CWT,element_wise,0.7219512195121951,,Ridge
Heartbeat,CWT,element_wise,0.5463414634146342,Rocket,Ridge
Heartbeat,CWT,element_wise,0.7219512195121951,MiniRocket,Ridge
JapaneseVowels,RP,sum,0.3891891891891892,,Ridge
JapaneseVowels,RP,sum,0.3405405405405405,Rocket,Ridge
JapaneseVowels,RP,sum,0.2621621621621621,MiniRocket,Ridge
JapaneseVowels,RP,subtraction,0.3864864864864865,,Ridge
JapaneseVowels,RP,subtraction,0.3783783783783784,Rocket,Ridge
JapaneseVowels,RP,subtraction,0.2675675675675675,MiniRocket,Ridge
JapaneseVowels,RP,dot_product,0.027027027027027,,Ridge
JapaneseVowels,RP,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,RP,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,RP,element_wise,0.3,,Ridge
JapaneseVowels,RP,element_wise,0.1243243243243243,Rocket,Ridge
JapaneseVowels,RP,element_wise,0.1648648648648648,MiniRocket,Ridge
JapaneseVowels,MTF,sum,0.3837837837837838,,Ridge
JapaneseVowels,MTF,sum,0.3567567567567568,Rocket,Ridge
JapaneseVowels,MTF,sum,0.2135135135135135,MiniRocket,Ridge
JapaneseVowels,MTF,subtraction,0.3783783783783784,,Ridge
JapaneseVowels,MTF,subtraction,0.327027027027027,Rocket,Ridge
JapaneseVowels,MTF,subtraction,0.2567567567567567,MiniRocket,Ridge
JapaneseVowels,MTF,dot_product,0.0459459459459459,,Ridge
JapaneseVowels,MTF,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,MTF,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,MTF,element_wise,0.2432432432432432,,Ridge
JapaneseVowels,MTF,element_wise,0.1297297297297297,Rocket,Ridge
JapaneseVowels,MTF,element_wise,0.154054054054054,MiniRocket,Ridge
JapaneseVowels,GASF,sum,0.4162162162162162,,Ridge
JapaneseVowels,GASF,sum,0.4081081081081081,Rocket,Ridge
JapaneseVowels,GASF,sum,0.2648648648648649,MiniRocket,Ridge
JapaneseVowels,GASF,subtraction,0.4324324324324324,,Ridge
JapaneseVowels,GASF,subtraction,0.4,Rocket,Ridge
JapaneseVowels,GASF,subtraction,0.3648648648648648,MiniRocket,Ridge
JapaneseVowels,GASF,dot_product,0.1675675675675675,,Ridge
JapaneseVowels,GASF,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,GASF,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,GASF,element_wise,0.2405405405405405,,Ridge
JapaneseVowels,GASF,element_wise,0.2297297297297297,Rocket,Ridge
JapaneseVowels,GASF,element_wise,0.1783783783783784,MiniRocket,Ridge
JapaneseVowels,GADF,sum,0.3081081081081081,,Ridge
JapaneseVowels,GADF,sum,0.3972972972972973,Rocket,Ridge
JapaneseVowels,GADF,sum,0.1972972972972973,MiniRocket,Ridge
JapaneseVowels,GADF,subtraction,0.4675675675675675,,Ridge
JapaneseVowels,GADF,subtraction,0.4729729729729729,Rocket,Ridge
JapaneseVowels,GADF,subtraction,0.3918918918918919,MiniRocket,Ridge
JapaneseVowels,GADF,dot_product,0.2,,Ridge
JapaneseVowels,GADF,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,GADF,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,GADF,element_wise,0.1702702702702702,,Ridge
JapaneseVowels,GADF,element_wise,0.2243243243243243,Rocket,Ridge
JapaneseVowels,GADF,element_wise,0.1783783783783784,MiniRocket,Ridge
JapaneseVowels,FIRTS,sum,0.4594594594594595,,Ridge
JapaneseVowels,FIRTS,sum,0.4432432432432432,Rocket,Ridge
JapaneseVowels,FIRTS,sum,0.2567567567567567,MiniRocket,Ridge
JapaneseVowels,FIRTS,subtraction,0.4135135135135135,,Ridge
JapaneseVowels,FIRTS,subtraction,0.4,Rocket,Ridge
JapaneseVowels,FIRTS,subtraction,0.3189189189189189,MiniRocket,Ridge
JapaneseVowels,FIRTS,dot_product,0.0243243243243243,,Ridge
JapaneseVowels,FIRTS,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,FIRTS,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,FIRTS,element_wise,0.2621621621621621,,Ridge
JapaneseVowels,FIRTS,element_wise,0.1864864864864865,Rocket,Ridge
JapaneseVowels,FIRTS,element_wise,0.1648648648648648,MiniRocket,Ridge
JapaneseVowels,CWT,sum,0.254054054054054,,Ridge
JapaneseVowels,CWT,sum,0.2432432432432432,Rocket,Ridge
JapaneseVowels,CWT,sum,0.1918918918918919,MiniRocket,Ridge
JapaneseVowels,CWT,subtraction,0.3810810810810811,,Ridge
JapaneseVowels,CWT,subtraction,0.3864864864864865,Rocket,Ridge
JapaneseVowels,CWT,subtraction,0.3621621621621622,MiniRocket,Ridge
JapaneseVowels,CWT,dot_product,0.1081081081081081,,Ridge
JapaneseVowels,CWT,dot_product,0.0837837837837837,Rocket,Ridge
JapaneseVowels,CWT,dot_product,0.0837837837837837,MiniRocket,Ridge
JapaneseVowels,CWT,element_wise,0.1648648648648648,,Ridge
JapaneseVowels,CWT,element_wise,0.1648648648648648,Rocket,Ridge
JapaneseVowels,CWT,element_wise,0.1702702702702702,MiniRocket,Ridge
Libras,RP,sum,0.35,,Ridge
Libras,RP,sum,0.5222222222222223,Rocket,Ridge
Libras,RP,sum,0.3777777777777777,MiniRocket,Ridge
Libras,RP,subtraction,0.4055555555555555,,Ridge
Libras,RP,subtraction,0.5833333333333334,Rocket,Ridge
Libras,RP,subtraction,0.3666666666666666,MiniRocket,Ridge
Libras,RP,dot_product,0.1166666666666666,,Ridge
Libras,RP,dot_product,0.0666666666666666,Rocket,Ridge
Libras,RP,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,RP,element_wise,0.3722222222222222,,Ridge
Libras,RP,element_wise,0.45,Rocket,Ridge
Libras,RP,element_wise,0.3111111111111111,MiniRocket,Ridge
Libras,MTF,sum,0.4,,Ridge
Libras,MTF,sum,0.5388888888888889,Rocket,Ridge
Libras,MTF,sum,0.4,MiniRocket,Ridge
Libras,MTF,subtraction,0.4166666666666667,,Ridge
Libras,MTF,subtraction,0.5444444444444444,Rocket,Ridge
Libras,MTF,subtraction,0.4166666666666667,MiniRocket,Ridge
Libras,MTF,dot_product,0.1222222222222222,,Ridge
Libras,MTF,dot_product,0.0666666666666666,Rocket,Ridge
Libras,MTF,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,MTF,element_wise,0.35,,Ridge
Libras,MTF,element_wise,0.4333333333333333,Rocket,Ridge
Libras,MTF,element_wise,0.3222222222222222,MiniRocket,Ridge
Libras,GASF,sum,0.4277777777777777,,Ridge
Libras,GASF,sum,0.5833333333333334,Rocket,Ridge
Libras,GASF,sum,0.4333333333333333,MiniRocket,Ridge
Libras,GASF,subtraction,0.4611111111111111,,Ridge
Libras,GASF,subtraction,0.6222222222222222,Rocket,Ridge
Libras,GASF,subtraction,0.5666666666666667,MiniRocket,Ridge
Libras,GASF,dot_product,0.1277777777777777,,Ridge
Libras,GASF,dot_product,0.0666666666666666,Rocket,Ridge
Libras,GASF,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,GASF,element_wise,0.4111111111111111,,Ridge
Libras,GASF,element_wise,0.5611111111111111,Rocket,Ridge
Libras,GASF,element_wise,0.4388888888888889,MiniRocket,Ridge
Libras,GADF,sum,0.4,,Ridge
Libras,GADF,sum,0.6722222222222223,Rocket,Ridge
Libras,GADF,sum,0.4777777777777778,MiniRocket,Ridge
Libras,GADF,subtraction,0.5333333333333333,,Ridge
Libras,GADF,subtraction,0.7,Rocket,Ridge
Libras,GADF,subtraction,0.5888888888888889,MiniRocket,Ridge
Libras,GADF,dot_product,0.0944444444444444,,Ridge
Libras,GADF,dot_product,0.0666666666666666,Rocket,Ridge
Libras,GADF,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,GADF,element_wise,0.3,,Ridge
Libras,GADF,element_wise,0.5944444444444444,Rocket,Ridge
Libras,GADF,element_wise,0.4555555555555555,MiniRocket,Ridge
Libras,FIRTS,sum,0.5111111111111111,,Ridge
Libras,FIRTS,sum,0.6444444444444445,Rocket,Ridge
Libras,FIRTS,sum,0.5111111111111111,MiniRocket,Ridge
Libras,FIRTS,subtraction,0.5722222222222222,,Ridge
Libras,FIRTS,subtraction,0.7,Rocket,Ridge
Libras,FIRTS,subtraction,0.5166666666666667,MiniRocket,Ridge
Libras,FIRTS,dot_product,0.1277777777777777,,Ridge
Libras,FIRTS,dot_product,0.0666666666666666,Rocket,Ridge
Libras,FIRTS,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,FIRTS,element_wise,0.5055555555555555,,Ridge
Libras,FIRTS,element_wise,0.6277777777777778,Rocket,Ridge
Libras,FIRTS,element_wise,0.4222222222222222,MiniRocket,Ridge
Libras,CWT,sum,0.2833333333333333,,Ridge
Libras,CWT,sum,0.4777777777777778,Rocket,Ridge
Libras,CWT,sum,0.4388888888888889,MiniRocket,Ridge
Libras,CWT,subtraction,0.4611111111111111,,Ridge
Libras,CWT,subtraction,0.5944444444444444,Rocket,Ridge
Libras,CWT,subtraction,0.5277777777777778,MiniRocket,Ridge
Libras,CWT,dot_product,0.0944444444444444,,Ridge
Libras,CWT,dot_product,0.0666666666666666,Rocket,Ridge
Libras,CWT,dot_product,0.0666666666666666,MiniRocket,Ridge
Libras,CWT,element_wise,0.2388888888888889,,Ridge
Libras,CWT,element_wise,0.5166666666666667,Rocket,Ridge
Libras,CWT,element_wise,0.3888888888888889,MiniRocket,Ridge
MotorImagery,RP,sum,0.56,,Ridge
MotorImagery,RP,sum,0.44,Rocket,Ridge
MotorImagery,RP,sum,0.52,MiniRocket,Ridge
MotorImagery,RP,subtraction,0.51,,Ridge
MotorImagery,RP,subtraction,0.48,Rocket,Ridge
MotorImagery,RP,subtraction,0.54,MiniRocket,Ridge
MotorImagery,RP,dot_product,0.53,,Ridge
MotorImagery,RP,dot_product,0.5,Rocket,Ridge
MotorImagery,RP,dot_product,0.5,MiniRocket,Ridge
MotorImagery,RP,element_wise,0.53,,Ridge
MotorImagery,RP,element_wise,0.39,Rocket,Ridge
MotorImagery,RP,element_wise,0.47,MiniRocket,Ridge
MotorImagery,MTF,sum,0.49,,Ridge
MotorImagery,MTF,sum,0.48,Rocket,Ridge
MotorImagery,MTF,sum,0.5,MiniRocket,Ridge
MotorImagery,MTF,subtraction,0.52,,Ridge
MotorImagery,MTF,subtraction,0.52,Rocket,Ridge
MotorImagery,MTF,subtraction,0.53,MiniRocket,Ridge
MotorImagery,MTF,dot_product,0.53,,Ridge
MotorImagery,MTF,dot_product,0.5,Rocket,Ridge
MotorImagery,MTF,dot_product,0.5,MiniRocket,Ridge
MotorImagery,MTF,element_wise,0.51,,Ridge
MotorImagery,MTF,element_wise,0.44,Rocket,Ridge
MotorImagery,MTF,element_wise,0.56,MiniRocket,Ridge
MotorImagery,GASF,sum,0.5,,Ridge
MotorImagery,GASF,sum,0.43,Rocket,Ridge
MotorImagery,GASF,sum,0.51,MiniRocket,Ridge
MotorImagery,GASF,subtraction,0.5,,Ridge
MotorImagery,GASF,subtraction,0.55,Rocket,Ridge
MotorImagery,GASF,subtraction,0.51,MiniRocket,Ridge
MotorImagery,GASF,dot_product,0.52,,Ridge
MotorImagery,GASF,dot_product,0.5,Rocket,Ridge
MotorImagery,GASF,dot_product,0.5,MiniRocket,Ridge
MotorImagery,GASF,element_wise,0.52,,Ridge
MotorImagery,GASF,element_wise,0.51,Rocket,Ridge
MotorImagery,GASF,element_wise,0.47,MiniRocket,Ridge
MotorImagery,GADF,sum,0.46,,Ridge
MotorImagery,GADF,sum,0.51,Rocket,Ridge
MotorImagery,GADF,sum,0.55,MiniRocket,Ridge
MotorImagery,GADF,subtraction,0.54,,Ridge
MotorImagery,GADF,subtraction,0.59,Rocket,Ridge
MotorImagery,GADF,subtraction,0.51,MiniRocket,Ridge
MotorImagery,GADF,dot_product,0.49,,Ridge
MotorImagery,GADF,dot_product,0.5,Rocket,Ridge
MotorImagery,GADF,dot_product,0.5,MiniRocket,Ridge
MotorImagery,GADF,element_wise,0.5,,Ridge
MotorImagery,GADF,element_wise,0.44,Rocket,Ridge
MotorImagery,GADF,element_wise,0.47,MiniRocket,Ridge
MotorImagery,FIRTS,sum,0.58,,Ridge
MotorImagery,FIRTS,sum,0.51,Rocket,Ridge
MotorImagery,FIRTS,sum,0.56,MiniRocket,Ridge
MotorImagery,FIRTS,subtraction,0.52,,Ridge
MotorImagery,FIRTS,subtraction,0.59,Rocket,Ridge
MotorImagery,FIRTS,subtraction,0.53,MiniRocket,Ridge
MotorImagery,FIRTS,dot_product,0.53,,Ridge
MotorImagery,FIRTS,dot_product,0.5,Rocket,Ridge
MotorImagery,FIRTS,dot_product,0.5,MiniRocket,Ridge
MotorImagery,FIRTS,element_wise,0.49,,Ridge
MotorImagery,FIRTS,element_wise,0.57,Rocket,Ridge
MotorImagery,FIRTS,element_wise,0.47,MiniRocket,Ridge
NATOPS,RP,sum,0.4333333333333333,,Ridge
NATOPS,RP,sum,0.6166666666666667,Rocket,Ridge
NATOPS,RP,sum,0.5555555555555556,MiniRocket,Ridge
NATOPS,RP,subtraction,0.3444444444444444,,Ridge
NATOPS,RP,subtraction,0.5666666666666667,Rocket,Ridge
NATOPS,RP,subtraction,0.3666666666666666,MiniRocket,Ridge
